"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"WP_037623174.1","","ATPase V","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_014607968.1","","YceD family protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_014607981.1","","PTS mannose/fructose/sorbose transporter subunit IIC","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680754.1","","GNAT family N-acetyltransferase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002949682.1","","LCP family protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"infB","","translation initiation factor IF-2","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680759.1","","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680761.1","","pyridoxal phosphate-dependent aminotransferase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011225507.1","","YlbF family regulator","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680765.1","","ABC transporter substrate-binding protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"raiA","","ribosome-associated translation inhibitor RaiA","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680773.1","","manganese-dependent inorganic pyrophosphatase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"group_6099","rlmD","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011225544.1","","bifunctional folylpolyglutamate synthase/dihydrofolate synthase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011225549.1","","hypothetical protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_014608022.1","","CCA tRNA nucleotidyltransferase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680800.1","","DUF308 domain-containing protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_014608035.1","","hypothetical protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002948125.1","","hypothetical protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680817.1","","competence protein CoiA","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_023909440.1","","O-methyltransferase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_014608049.1","","carbon-nitrogen family hydrolase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680825.1","","pyridoxal phosphate-dependent aminotransferase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"argC","","N-acetyl-gamma-glutamyl-phosphate reductase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680827.1","","acetylornithine transaminase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"rarD","","EamA family transporter RarD","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680832.1","","PepSY domain-containing protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002949930.1","","hypothetical protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"atpF","","F0F1 ATP synthase subunit B","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011225595.1","","F0F1 ATP synthase subunit delta","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011226938.1","","F0F1 ATP synthase subunit epsilon","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002945261.1","","FtsW/RodA/SpoVE family cell cycle protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"tmk","","dTMP kinase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011225600.1","","DNA polymerase III subunit delta'","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680838.1","","signal peptidase II","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_024704224.1","","ammonium transporter","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680840.1","","P-II family nitrogen regulator","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"nagA","","N-acetylglucosamine-6-phosphate deacetylase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"glyS","","glycine--tRNA ligase subunit beta","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680846.1","","DUF896 family protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680847.1","","amino acid permease","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680848.1","","hypothetical protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680860.1","","class I SAM-dependent methyltransferase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_014608092.1","","pseudouridine synthase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"mvaD","","diphosphomevalonate decarboxylase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680888.1","","phosphomevalonate kinase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_024009799.1","","DUF3114 domain-containing protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680901.1","","hydroxymethylglutaryl-CoA reductase, degradative","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680902.1","","hydroxymethylglutaryl-CoA synthase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002950147.1","","dihydrofolate reductase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"mmuM","","homocysteine S-methyltransferase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011226993.1","","helix-hairpin-helix domain-containing protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"plsY","","glycerol-3-phosphate 1-O-acyltransferase PlsY","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002947302.1","","NUDIX hydrolase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"argF","","ornithine carbamoyltransferase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"feoB","","ferrous iron transport protein B","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011227003.1","","hypothetical protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_024704028.1","","NAD(P)H-hydrate dehydratase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"mutM","","DNA-formamidopyrimidine glycosylase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"coaE","","dephospho-CoA kinase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"rnr","","ribonuclease R","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680934.1","","Cof-type HAD-IIB family hydrolase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680938.1","","YueI family protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"aroD","","type I 3-dehydroquinate dehydratase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011680943.1","","shikimate dehydrogenase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002947244.1","","YlbF/YmcA family competence regulator","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002950265.1","","shikimate kinase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002946099.1","","SprT family protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002945999.1","","DUF3270 domain-containing protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002948103.1","","hypothetical protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_024704064.1","","serine hydrolase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_014608171.1","","A24 family peptidase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_014608172.1","","DNA starvation/stationary phase protection protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002950395.1","","YqgQ family protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011225772.1","","ROK family glucokinase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002950398.1","","DUF3165 family protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_024704066.1","","FtsQ-type POTRA domain-containing protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_014621422.1","","YlmH/Sll1252 family protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011681008.1","","DivIVA domain-containing protein","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011681011.1","","divalent metal cation transporter","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002945950.1","","FAD:protein FMN transferase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011225786.1","","adenosine deaminase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_011225787.1","","thymidine kinase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"prmC","","peptide chain release factor N(5)-glutamine methyltransferase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
"WP_002948474.1","","threonylcarbamoyl-AMP synthase","6","0","0","20","100.0","100.0","inf","4.343482604352166e-06","0.15370716240281446","0.00030618956653947105","1","1","0","1.0","1.0"
